measure	globqual	meanclassqual	classqual_gemeen_3	classqual_gemeen_1	classqual_gemeen_4	model	classqual_gemeen_5	technique
SIL	-0.02858818640618763	0.05244121843914119	-0.03398601660422493	0.1920683717743781	-0.15466749368113528	gemeen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.20635001226754687	tsne.30
SCP	0.7098867210025662	0.4249839687194827	0.058560270041956956	0.7716738144515968	0.7857127324433314	gemeen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.08398905794104554	tsne.30
kNN	0.7371782339524275	0.48852432745490904	0.24545454545454545	0.7747228381374722	0.8105433028509952	gemeen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.12337662337662338	tsne.30
DR	1.5936496171682109	1.6025481766763632	1.4555774464608702	1.7541629315469325	1.520015909360407	gemeen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	1.680436419337243	tsne.30
SIL	-0.0066193564867136085	0.08934898476257834	0.09970179097983878	0.14642047488357213	-0.10843184450697024	gemeen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.2197055176938727	tsne.30
SCP	0.7192645724446546	0.43638242226180196	0.10021311884974798	0.770641960210089	0.798927398523301	gemeen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.07574721146406992	tsne.30
kNN	0.7356793743890518	0.5070565925631592	0.2974025974025974	0.78470066518847	0.7967724583109198	gemeen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.14935064935064934	tsne.30
DR	1.6241829354142208	1.4861862521083222	1.1714537180940114	1.7263192397448897	1.629231616515155	gemeen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	1.4177404340792323	tsne.30
SIL	0.030906656677264648	0.043771464475944113	-0.10239069582277026	0.2548430690931696	-0.07198434513568754	gemeen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.09461782976906463	tsne.30
SCP	0.7493471327686929	0.4421575931133939	0.03639975738860534	0.8605529228059839	0.8115446843697314	gemeen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.06013300788925499	tsne.30
kNN	0.7700228087324862	0.5162006380111446	0.2649350649350649	0.8427937915742794	0.8298009682625067	gemeen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.12727272727272726	tsne.30
DR	1.4705883382997416	1.5177607348016378	1.6148037655966803	1.4993606628054563	1.4409227107481621	gemeen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	1.5159558000562523	tsne.30
SIL	-0.023749470527236444	0.06263337641021835	0.10151580957485254	0.15745291314483312	-0.1344539964510958	gemeen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.1260187793722835	tsne.30
SCP	0.7012634348566518	0.4287563902507765	0.1384486241155385	0.7414554302911265	0.7820849755559082	gemeen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.05303653104053276	tsne.30
kNN	0.7259042033235581	0.48115032247302414	0.2831168831168831	0.7767184035476719	0.792038730500269	gemeen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.07272727272727272	tsne.30
DR	1.2130030178748685	1.2255325534849506	1.2102695946969644	1.1327832028941125	1.2436694270653639	gemeen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	1.3154079892833621	tsne.30
SIL	-0.05654452099825376	-0.027134139615231506	-0.08655607217851045	-0.014824719391440288	-0.08547308788027029	gemeen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.078317320989295	tsne.30
SCP	0.7057579901933666	0.4129221822694099	0.05397395616612083	0.7645657270116536	0.7857572104520637	gemeen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.047391835447801546	tsne.30
kNN	0.7390029325513197	0.49093753338593865	0.3	0.7760532150776053	0.8123722431414739	gemeen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.07532467532467532	tsne.30
DR	1.2066518758316358	1.1678373918621268	1.065471637004085	1.1506951134825922	1.2452239464253614	gemeen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	1.2099588705364686	tsne.30
SIL	-0.053782741921324526	-0.02336193663281322	-0.07263747895873622	-0.01232318005359339	-0.08296219549011388	gemeen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.07447510797119063	tsne.30
SCP	0.701895520593827	0.4138297748069827	0.04108861860627122	0.7791470180520962	0.7720799072835106	gemeen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.06300355528605278	tsne.30
kNN	0.7302704463994787	0.4955433871944191	0.2779220779220779	0.793569844789357	0.787305002689618	gemeen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.12337662337662338	tsne.30
DR	1.2313013638070507	1.191526236000918	1.1225435765012988	1.3015685269886486	1.2148448480702427	gemeen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	1.1271479924434815	tsne.30
SIL	-0.0497220007297831	-0.04058888858935261	-0.07076302116196195	0.019725432705952277	-0.08348896688135801	gemeen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.02782899902004277	tsne.30
SCP	0.6650576820025781	0.392359502079993	0.05136815596606408	0.7545071480932712	0.7243385489799822	gemeen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.0392241552806544	tsne.30
kNN	0.6898664059954382	0.4473245328780038	0.23636363636363636	0.7312638580931263	0.7593329747175901	gemeen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.06233766233766234	tsne.30
DR	1.1967855938331504	1.145441905583786	0.9814068241281368	1.369158762182812	1.1397137944408111	gemeen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	1.0914882415833835	tsne.30
SIL	-0.025951941457179592	-0.03737845911465866	-0.16242104348367206	0.17041584348432623	-0.1079720987939768	gemeen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.04953653766531199	tsne.30
SCP	0.6140261900088075	0.34931930861511906	0.028977609574674785	0.6276990513497355	0.7036638079885719	gemeen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.03693676554749409	tsne.30
kNN	0.6380579993483219	0.4114692062159229	0.17792207792207793	0.6303769401330377	0.7232920925228618	gemeen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.11428571428571428	tsne.30
DR	1.291342505426203	1.1855039980873463	1.0855022796196385	1.323775971999795	1.3153520582260207	gemeen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	1.0173856825039314	tsne.30
SIL	0.035646468602259444	-0.019670580392172662	-0.044440477071268254	0.09293351506588642	0.03049960140330179	gemeen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.1576749609666106	tsne.30
SCP	0.6667418941116845	0.3863703404256724	0.051634784667588016	0.7002187320251438	0.7533508104233066	gemeen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.04027703458665114	tsne.30
kNN	0.7030954708374063	0.45469399268648797	0.2545454545454545	0.7252771618625277	0.7831091984938139	gemeen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.05584415584415584	tsne.30
DR	1.2180150871319484	1.187988701393436	1.04670029017044	1.4773941898046004	1.1150712072585056	gemeen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	1.1127891183401983	tsne.30
SIL	-0.0423692030333597	-0.024446999667141686	-0.1008761568113849	0.1479674494940055	-0.13234685310025673	gemeen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.012532438250930623	tsne.30
SCP	0.6666270032320462	0.38562437663622895	0.037456237141990784	0.7235143013740134	0.7431935246237364	gemeen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	0.038333443405175104	tsne.30
kNN	0.6843271423916585	0.4245549947238502	0.16363636363636364	0.7039911308203991	0.7695535233996772	gemeen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	0.06103896103896104	tsne.30
DR	1.116999618546311	1.087010934815581	1.0251828973725	1.064077051159769	1.1510518822315092	gemeen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	1.107731908498546	tsne.30
SIL	-0.07300101404560037	-0.05403712766521154	-0.05265616640260387	-0.08317993184029322	-0.07538689293116593	gemeen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	-0.004925519486783142	tsne.30
SCP	0.592333078157722	0.3391805021925906	0.046880331303383954	0.5805935627196629	0.6889448930211759	gemeen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.0403032217261396	tsne.30
kNN	0.6355816226783969	0.3943734033321275	0.16883116883116883	0.6026607538802661	0.7371705217859064	gemeen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.06883116883116883	tsne.30
DR	1.0480459691854147	1.049370654113886	1.1138673752705757	1.0281200165201891	1.0563090816063239	gemeen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	0.9991861430584557	tsne.30
SIL	-0.07330110953963778	-0.07230867821882159	0.019087439488645948	-0.10182382767065544	-0.06114647290129266	gemeen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	-0.1453518517919842	tsne.30
SCP	0.5049354699926766	0.2883551942655977	0.04018590849301663	0.4879547735616593	0.5906334235283256	gemeen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	0.034646671479389275	tsne.30
kNN	0.5492342782665364	0.33371319112407294	0.12857142857142856	0.46607538802660753	0.663582571274879	gemeen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	0.07662337662337662	tsne.30
DR	1.4171904175647319	1.441527712786775	1.4533538913003194	1.4841144934351285	1.3787093702666167	gemeen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	1.449933096145035	tsne.30
SIL	-0.06509316681714235	0.013574360281695678	0.011288770221616461	0.14988327426217452	-0.18914893590860193	gemeen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.08227433255159367	tsne.30
SCP	0.6858214897090689	0.4062076219441707	0.05257771025299552	0.7486016076229968	0.7574696017298971	gemeen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.06618156817079356	tsne.30
kNN	0.714019314019314	0.5059615132342405	0.2895104895104895	0.7434343434343434	0.7753168044077134	gemeen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.21558441558441557	tsne.30
DR	1.341519744531253	1.4600305008272316	1.504492660252979	1.289694490874063	1.3216433376317738	gemeen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	1.7242915145501108	tsne.30
SIL	-0.10108730511518131	0.042908839397726314	0.12074320191307435	0.04543735282487198	-0.21803502476867895	gemeen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	0.22348982762163788	tsne.30
SCP	0.6865768496226273	0.42102232725514316	0.06146060390402737	0.7313370032519351	0.7610603377928056	gemeen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	0.13023136407180452	tsne.30
kNN	0.7213453213453214	0.5094529880893517	0.3034965034965035	0.7427609427609427	0.7876584022038567	gemeen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	0.20389610389610388	tsne.30
DR	1.5530474865650523	1.5447418197576768	1.6503292230273883	1.6830779646647056	1.499076341167692	gemeen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	1.346483750170921	tsne.30
SIL	-0.009467364939390018	0.0720266361396192	0.2022179479828184	0.23262996063920371	-0.14570908388818532	gemeen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.001032280175359983	tsne.30
SCP	0.7193378001768123	0.4259955468269057	0.08164958447382296	0.7745101341396813	0.7994234398879351	gemeen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	0.04839902880618343	tsne.30
kNN	0.7462537462537462	0.49910655562170714	0.27412587412587414	0.7970819304152638	0.8122314049586776	gemeen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	0.11298701298701298	tsne.30
DR	1.2854351410503324	1.271207626456072	1.1415913767616896	1.1548948943519703	1.3476807939098039	gemeen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	1.4406634408008245	tsne.30
SIL	-0.06610971160732128	-0.02648177854178937	-0.1491207161142354	0.015648941877897032	-0.11763292379067443	gemeen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.14517758385985532	tsne.30
SCP	0.6605333324030143	0.38397138296385286	0.031048005263945567	0.7101009030386908	0.7369370185544291	gemeen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.05779960499834606	tsne.30
kNN	0.6923742923742924	0.4640398434337828	0.27132867132867133	0.7180695847362514	0.76286501377410465	gemeen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.10389610389610389	tsne.30
DR	1.3453320328436669	1.3492269855831756	1.235770739437352	1.5034777921235059	1.2729913406677198	gemeen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	1.3846680701041247	tsne.30
SIL	-0.08324106239794057	0.015228004869943825	0.020432200260289194	0.10999660277516961	-0.20481402975517024	gemeen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.13529724619948674	tsne.30
SCP	0.6691169971764631	0.3942785810746488	0.06052538503457129	0.7012508007671608	0.752755373659794	gemeen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.06258276483706922	tsne.30
kNN	0.701098901098901	0.47461130339918217	0.26573426573426573	0.7081930415263749	0.7790633608815427	gemeen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.14545454545454545	tsne.30
DR	1.3939549757404432	1.3998519644644363	1.3340628068513904	1.5553629912254856	1.3197532500786517	gemeen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	1.390228809702217	tsne.30
SIL	-0.058137864496804775	0.04173748781568342	0.04705753341870786	0.13162976181242353	-0.1786826015451632	gemeen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.16694525757676548	tsne.30
SCP	0.6605323030926369	0.3943510783622675	0.077878545882592	0.6977787201947867	0.7388633288002304	gemeen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.06288371857146086	tsne.30
kNN	0.7007659007659007	0.4704731407761711	0.2993006993006993	0.7187429854096521	0.7755371900826447	gemeen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.08831168831168831	tsne.30
DR	1.346508062557346	1.3157489460232679	1.5133264048730202	1.2614771970760255	1.3967491013353095	gemeen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	1.0914430808087168	tsne.30
SIL	0.0047658505662505676	0.018835175523587235	0.1315160355270586	0.07844495304067652	-0.032304559224720183	gemeen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.10231572724866599	tsne.30
SCP	0.7021239646570652	0.41192349756225	0.07917712729145791	0.7472784697233387	0.7855870605544408	gemeen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	0.035651332679762476	tsne.30
kNN	0.7242091242091242	0.4822070914495157	0.2937062937062937	0.7425364758698092	0.8029752066115702	gemeen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	0.08961038961038961	tsne.30
DR	1.2921412122464457	1.1998590596818857	1.0997321692215896	1.368097289927912	1.2913884592393745	gemeen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	1.0402183203386668	tsne.30
SIL	-0.005781469145133009	-0.022663101250867655	-0.012725359036504213	0.0833160806514297	-0.03910006734605972	gemeen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.12214305927233639	tsne.30
SCP	0.6348135876275419	0.3637489500815395	0.04083132172910012	0.6529088587302562	0.723378185460627	gemeen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.037877434406174665	tsne.30
kNN	0.6717282717282718	0.440436667709395	0.27412587412587414	0.6693602693602694	0.755922865013774	gemeen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.06233766233766234	tsne.30
DR	1.2979677801356302	1.2929188453076976	1.3448767078237251	1.3818557904399023	1.2625321961465696	gemeen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	1.1824106868205932	tsne.30
SIL	-0.03131428265131671	0.022188343427927207	0.05826594226668357	0.14831193547455512	-0.13073081789966276	gemeen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	0.012906313870132885	tsne.30
SCP	0.6842098271328211	0.40346023216035853	0.06915521914702803	0.7265065414971991	0.7681693091045871	gemeen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	0.050009858892619934	tsne.30
kNN	0.6959632425336396	0.46892624317408893	0.2896103896103896	0.734589800443459	0.7618943930321176	gemeen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	0.08961038961038961	tsne.30
DR	1.3054468106311996	1.2835103828926735	1.252488657279138	1.3945772861906056	1.2738622852411203	gemeen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	1.2131133028598302	tsne.30
SIL	-0.04860944795587471	0.012158514345208336	0.015921685605282704	0.14511213092265043	-0.15694979601208622	gemeen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	0.04455003686498643	tsne.30
SCP	0.68568052538402	0.4004508315852401	0.048423797407009125	0.740758541871068	0.7655992033684149	gemeen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	0.04702178369446834	tsne.30
kNN	0.7013455858221201	0.47889686259410225	0.3038961038961039	0.7252771618625277	0.7721284703320631	gemeen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	0.11428571428571428	tsne.30
DR	1.360452009441765	1.2683583495309645	1.1616346400275124	1.4464312138734263	1.3559465130604047	gemeen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	1.1094210311625148	tsne.30
SIL	0.009415950449565681	-0.007624315167255352	-0.030972991962600737	0.1740068476193641	-0.05749859943935141	gemeen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.11603251688643337	tsne.30
SCP	0.6586721668147416	0.38153497287423394	0.039212927981411294	0.7193643664574129	0.7331336915530867	gemeen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	0.03442890550502482	tsne.30
kNN	0.6857893009517558	0.4280089488428907	0.19999999999999998	0.7033259423503326	0.7723462166575938	gemeen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	0.03636363636363636	tsne.30
DR	1.1837603772670882	1.2022635466531708	1.0827892075041448	1.0740446960640733	1.2257505003794043	gemeen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	1.4264697826650612	tsne.30
SIL	-0.1099803636770212	-0.03238462465700855	-0.09426968467900879	-0.09621751718570781	-0.1444982391445377	gemeen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	0.20544694238122008	tsne.30
SCP	0.6072849702843127	0.35204996281004025	0.043569206812321085	0.6132759822481743	0.6980416474412845	gemeen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	0.05331301473838117	tsne.30
kNN	0.6475221529373154	0.4245548813680842	0.2558441558441558	0.637250554323725	0.7336962438758846	gemeen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	0.07142857142857142	tsne.30
DR	1.4012104751253907	1.3915630669247827	1.3173828472494569	1.5285623617471809	1.3488254852476635	gemeen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	1.3714815734548291	tsne.30
SIL	-0.07601839868342311	0.021931094642714623	0.07895971444157229	0.08734374549694734	-0.1830751562997386	gemeen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.10449607493207747	tsne.30
SCP	0.6593536421465399	0.3835497634360563	0.047610681882714265	0.693753033879796	0.7439075684041249	gemeen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.048927769577589944	tsne.30
kNN	0.6987943955685891	0.4669369092446015	0.2948051948051948	0.7	0.7820333512641204	gemeen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.09090909090909091	tsne.30
DR	1.4397972688308835	1.36702541924683	1.2389825743763117	1.4836904763668588	1.446832658922888	gemeen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	1.2985959673212617	tsne.30
SIL	-0.008027898235294042	0.007069700438376871	-0.07770856144298179	0.1570571760503878	-0.08590693421691943	gemeen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.034837121363020904	tsne.30
SCP	0.6863962155986584	0.4047154971616577	0.07707054449648247	0.725045001357554	0.7712091368945753	gemeen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.04553730589801918	tsne.30
kNN	0.7230368198110133	0.4773700970699094	0.24415584415584415	0.756541019955654	0.7970952124798278	gemeen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.11168831168831168	tsne.30
DR	1.4295413563271158	1.3776238622459762	1.1720908028485963	1.284600101388005	1.5118857757103632	gemeen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	1.5419187690369405	tsne.30
SIL	-0.10700000586593017	-0.021030752816451358	-0.0037368693914901804	-0.05102750414225062	-0.1626155432077432	gemeen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.1332569054756786	tsne.30
SCP	0.7234686819125039	0.430124727929755	0.051076721911924486	0.8325997453934684	0.7815741600178482	gemeen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.055248284395778974	tsne.30
kNN	0.7554252199413489	0.4945587245774863	0.2675324675324675	0.8186252771618625	0.821947283485745	gemeen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.07012987012987013	tsne.30
DR	1.4551181704040377	1.4357847614042365	1.4170286162310264	1.4018354583473567	1.485478785396574	gemeen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	1.4387961856419893	tsne.30
SIL	-0.0361289062108868	0.02617714794758626	0.0030040612421924034	0.11651449253383439	-0.12560561684001928	gemeen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	0.11079565485433752	tsne.30
SCP	0.7127954994901423	0.42429265607694916	0.06263454891680639	0.8141217322162907	0.7725759859789212	gemeen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	0.04783835719577834	tsne.30
kNN	0.7439556858911698	0.5064274374780942	0.24675324675324675	0.8157427937915742	0.7982786444324905	gemeen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	0.16493506493506493	tsne.30
DR	1.2202411086114002	1.162018736338914	1.0296970343364376	1.2846172173796415	1.2130338663599085	gemeen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	1.120726827279669	tsne.30
SIL	-0.02789290965604112	-0.02613720271757065	-0.12372206561338674	0.05829425272724723	-0.06633837178906019	gemeen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.027217373804917087	tsne.30
SCP	0.6750682952047142	0.3864417642754364	0.04639433676245766	0.6752877650647487	0.7792499841179865	gemeen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.04483497115655285	tsne.30
kNN	0.6879765395894428	0.444084339675334	0.23766233766233766	0.6866962305986696	0.7766541151156535	gemeen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.07532467532467532	tsne.30
DR	1.2964020264794238	1.2569463261074791	1.0227568269601583	1.4793186487293712	1.2304096968525364	gemeen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	1.2953001318878505	tsne.30
SIL	-0.04209536812952719	-0.013083500714060288	-0.1434898815014451	0.11367688822111481	-0.12091587140120333	gemeen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.09839486182529246	tsne.30
SCP	0.6499325784646578	0.37826949531631593	0.038974795420194885	0.6890165160653713	0.7309353197514876	gemeen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.054151350028209894	tsne.30
kNN	0.6873248615184099	0.4414566671602319	0.22077922077922077	0.6984478935698448	0.7712748789671866	gemeen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.07532467532467532	tsne.30
DR	1.2602497135683741	1.2375400877784106	1.1447500749115846	1.2408731853417054	1.2769551520435445	gemeen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	1.2875819388168082	tsne.30
SIL	-0.06135654146803483	-0.010411408247855185	-0.05553105963703633	0.05727931740848496	-0.13180922446115356	gemeen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.0884153336982842	tsne.30
SCP	0.6924718265862287	0.39818069712633425	0.044903105357266236	0.7120800463444739	0.7901940479165089	gemeen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.045545588887088054	tsne.30
kNN	0.7262300423590746	0.477627157083067	0.2831168831168831	0.7598669623059867	0.8012910166756321	gemeen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.06623376623376623	tsne.30
DR	1.1634765836545817	1.2726863590492627	1.479752229851978	1.1968027362973173	1.1093996429977548	gemeen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	1.3047908270500006	tsne.30
SIL	-0.14769196028654805	-0.04465222708286599	0.11756240353994699	-0.14293737010815546	-0.18700510345775379	gemeen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	0.03377116169449832	tsne.30
SCP	0.6414765067188162	0.3847683579504228	0.07092189388154888	0.6981638841372	0.7093533755354609	gemeen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	0.06063427824748154	tsne.30
kNN	0.6885630498533725	0.4511975360474422	0.2558441558441558	0.7146341463414634	0.7628832705755783	gemeen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	0.07142857142857142	tsne.30
DR	1.3314318804952048	1.2415440480487785	1.0528305417854273	1.4129543319428295	1.3281427960988266	gemeen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	1.1722485223680301	tsne.30
SIL	-0.011684075045106823	-0.002856234212618292	-0.10283598070222039	0.1309842053920198	-0.07746344379571307	gemeen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.03789028225544049	tsne.30
SCP	0.6947802120435006	0.4015660655650657	0.03808027873697291	0.7455852712203489	0.7784269744871565	gemeen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.044171737815784456	tsne.30
kNN	0.7180840664711632	0.46526227056245817	0.24155844155844156	0.761640798226164	0.7903173749327596	gemeen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.06753246753246753	tsne.30
DR	1.3151989831251434	1.282547996502784	1.2045156799056904	1.3591332671315652	1.307721073050404	gemeen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	1.2588219659234765	tsne.30
SIL	-0.06851030612451649	-0.015815337055660583	-0.0038156423705854154	0.02003545351367998	-0.12639437014550547	gemeen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.04691321077976859	tsne.30
SCP	0.6856320289824143	0.40386848733618885	0.04975303003328728	0.7701424590532541	0.7503549263202951	gemeen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.045223533937919044	tsne.30
kNN	0.7132616487455197	0.4616168540652593	0.2701298701298701	0.748780487804878	0.7885960193652501	gemeen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.03896103896103896	tsne.30
DR	1.2246868677717566	1.1529891433911796	0.9148673218107979	1.1447792457080719	1.28564680884042	gemeen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	1.2666631972054292	tsne.30
