type	token_id	sense	confidence	annotator	annotations	annotators	agree_nr	agree_fct	left	target	right	comment	geen_reason	my_comment	comment_2	sense_2
spot	spot/noun/nrc_handelsblad_20030830_167/380	geen	3	3_1	2	3	0.67	majority	zijn zelfs r-geschrapte woorden als bak , dam , gaf , pak , stek ,	spot	, kuk , bood , staten , steven en boes waar de weggelaten r zowel	Spot staat in een opsomming van 'r-geschrapte woorden' dus kan ik niet afleiden welke betekenis het hier heeft. De betekenis doet er in deze context ook niet echt toe volgens mij.	context	metalinguistic	NA	unclear
geestig	geestig/adj/algemeen_dagblad_20030728_45/11	geestig_1	0	16_1	3	3	0.33	none	haar ' echte'dagelijkse leven tijdens de avonden in Stockholm .	Geestig	. De botsing van nep en echt . Indruk in Arnhem maakt wél Amie Dicke	Ik ben niet zeker of de 'Geestig' wijst op het dagelijkse leven of een algemene opmerking is van de schrijver	context	unclear application	NA	geestig_1
heet	heet/adj/de_standaard_20000909_01_126/2949	heet_3	0	6_3	3	3	0.33	none	kreet doorboorde de stilte . Nong qua , nong qua ! ( Het is te	heet	, veel te heet ! ) Nick Ut was een van de mensen die naar	Twijfel tussen elke betekenis wegens te weinig context	context	unclear application	NA	heet_3
grijs	grijs/adj/volkskrant_19990212_1872/30	grijs_4	2	11_1	2	3	0.67	majority	een zelfbewuste blik - en het laatste , uit zijn zestigste levensjaar - dat een	grijze	NA	Er is hier te weinig context om zeker te zijn waar het woord 'grijs' bijhoort.	context	unclear application	NA	grijs_4
haten	haat/verb/nrc_handelsblad_20000411_96/22	geen	4	7_2	2	3	0.67	majority	Poëzieprijs heeft zes dichtbundels voorgedragen . Het gaat om : Piet Gerbrandy Nors en zonder	haten	, Stefan Hertmans Goya als hond , C.O. Jellema Droomtijd , Frank Koenegracht Alles valt	Niet genoeg context, uit de titel van de dichtbundel kan je niet afleiden of het gaat om het haten van een persoon of van een ding	context	unclear application	NA	unclear
haten	haat/verb/nrc_handelsblad_20000411_96/22	haten_1	1	7_3	2	3	0.33	minority	Poëzieprijs heeft zes dichtbundels voorgedragen . Het gaat om : Piet Gerbrandy Nors en zonder	haten	, Stefan Hertmans Goya als hond , C.O. Jellema Droomtijd , Frank Koenegracht Alles valt	te weinig context om te weten of het om personen of zaken gaat...	context	unclear application	NA	haten_1
heet	heet/adj/de_standaard_20000909_01_126/2949	heet_1	3	6_1	3	3	0.33	none	kreet doorboorde de stilte . Nong qua , nong qua ! ( Het is te	heet	, veel te heet ! ) Nick Ut was een van de mensen die naar	Hier is het niet duidelijk met behulp van de context of het om een ding gaat dat heet is, het weer, voedsel...	context	unclear application	NA	heet_1
heet	heet/adj/volkskrant_20031030_72/10	geen	2	16_1	3	3	0.33	none	Hoe smaakt hij ? En het belangrijkste : hoe	heet	is hij ? Kan hij onze eeuwige honger stillen naar 8-Methyl-N-vanillyl-6-nonenamide , oftewel dat olieachtige	"te weinig informatie: wat is ""hij""?"	context	unclear application	NA	unclear
herhalen	herhaal/verb/de_standaard_20030402_01_14/134	herhalen_2	0	6_1	2	3	0.67	majority	Arthur Miller . Het valt te betwijfelen of de man dat vandaag nog zou mogen	herhalen	in zijn vaderland , maar daar hoeven ze zich bij het Publiekstheater voorlopig niets van	Hier is het onduidelijk of de 'dat' wijst op een handeling die hij zou mogen herhalen, of op woorden die hij zou mogen herhalen. De context is hier dus niet duidelijk genoeg.	context	unclear application	NA	herhalen_2
herhalen	herhaal/verb/het_nieuwsblad_20010403_01_399/204	geen	2	3_3	2	3	0.33	minority	worden telkens , tijdens een zogenaamde looping ( een periode van een half uur )	herhaald	. De totale kostprijs voor 30 uitzendingen bedraagt 3,5 miljoen .	Te weinig context, wat wordt precies herhaald?	context	unclear application	NA	unclear
herhalen	herhaal/verb/het_nieuwsblad_20010403_01_399/204	herhalen_1	2	3_1	2	3	0.67	majority	worden telkens , tijdens een zogenaamde looping ( een periode van een half uur )	herhaald	. De totale kostprijs voor 30 uitzendingen bedraagt 3,5 miljoen .	Niet helemaal zeker waar het precies over gaat. Vermoedelijk één of ander programma als het gaat om 'uitzendingen', maar ik twijfel toch.	context	unclear application	NA	herhalen_1
huldigen	huldig/verb/algemeen_dagblad_20010412_83/36	geen	4	7_1	2	3	0.33	minority	Oranje ver voor . Gisteren werd ze in het bijzijn van bondscoach Louis van Gaal	gehuldigd	. Op het complex van de VV Hoogeveen speelt nog net geen hoempaband , maar	Onduidelijke context: naar wat verwijst 'ze'?	context	unclear application	NA	unclear
huldigen	huldig/verb/parool_19990517_131/379	geen	2	7_1	2	3	0.33	minority	Oranje stopte , plukte de bal met een snoekduik uit de bovenhoek . Zij werd	gehuldigd	nadat Julie Deiters de laatste strafbal voor Amsterdam - Den Bosch leidde met 4-3 -	Onduidelijke context: naar wie/wat verwijst 'zij'?	context	unclear application	NA	unclear
grijs	grijs/adj/algemeen_dagblad_19990525_101/1013	geen	0	1_4	2	4	0.25	minority	gezellig , in het veld werd Heerenveen , de pompebledden ten spijt , toch wat	grijs	. 8 . FC Twente ( vorig jaar 9de ) Een leegloop dreigt . Zelfs	niet genoeg context, wat zijn pompebledden?	context	unknown word	NA	unclear
gekleurd	gekleurd/adj/nrc_handelsblad_20030531_182/295	gekleurd_1	5	1_2	3	4	0.25	minority	, van de fun tot de shock and awe , nooit hebben we het authentieker	gekleurd	gezien . Crisis , of wat nog geen crisis is , maar een neergang die	ik heb het artikel op google moeten opzoeken, daardoor wist ik pas wat er met de zin werd bedoeld en dat het over tv-kleuren gaat	context	went to source	NA	gekleurd_1
hemels	hemels/adj/nrc_handelsblad_20020322_22/378	geen	0	19_2	2	3	0.33	minority	de jaren negentig . Pastor Courtney B. Vance en zijn verwaarloosde vrouw Whitney Houston krijgen	hemelse	hulp . VRT , 21.40-23.44u. . Dressed To Kill ( Brian De Palma , 1980	Niet genoeg context... Ze kunnen zowel de eerste als de tweede betekenis bedoelen, lijkt mij.	context	NA	NA	unclear
blik	blik/noun/het_nieuwsblad_20010331_01_776/410	geen	2	7_1	2	3	0.67	majority	trui , broek , kousjes , handschoenen , helm , schoenen ) . Zelfs de	blikken	waren eender : poeltjes van ellende . Een voorlopig hoogtepunt werd een week later bereikt	Onduidelijke context	context	NA	NA	unclear
blik	blik/noun/het_nieuwsblad_20010331_01_776/410	geen	5	7_3	2	3	0.67	majority	trui , broek , kousjes , handschoenen , helm , schoenen ) . Zelfs de	blikken	waren eender : poeltjes van ellende . Een voorlopig hoogtepunt werd een week later bereikt	niet genoeg context	context	NA	NA	unclear
blik	blik/noun/volkskrant_20020920_131/183	geen	2	6_2	2	3	0.67	majority	"en haalt zijn lul eruit . 	 Hoe is het , soldaat ? Is mijn"	blik	niet goed genoeg voor je ? Was hij soms niet goed genoeg voor je zus	Niet genoeg context.	context	NA	NA	unclear
diskwalificeren	diskwalificeer/verb/algemeen_dagblad_19990118_121/653	geen	0	20_2	2	3	0.67	majority	starter er staat . Voor het zelfde geld kan ik gaan zitten , was ik	gediskwalificeerd	". 	 In dat geval had de commissie langebaan zich in allerlei bochten moeten wringen"	niet genoeg context	context	NA	NA	unclear
diskwalificeren	diskwalificeer/verb/algemeen_dagblad_19990118_121/653	geen	2	20_3	2	3	0.67	majority	starter er staat . Voor het zelfde geld kan ik gaan zitten , was ik	gediskwalificeerd	". 	 In dat geval had de commissie langebaan zich in allerlei bochten moeten wringen"	niet genoeg context	context	NA	NA	unclear
diskwalificeren	diskwalificeer/verb/het_nieuwsblad_20020529_01_245/526	geen	0	17_2	2	3	0.33	minority	31.Senegal8413142152.Marokko84138315 3.Egypte831416713 4.Algerije824211148 5.Namibië80623262 Groep 41.Tunesië8602234202.Ivoorkust843118815 3.Congo834171610 4.Madagascar82605156 5.Congo-Brazzaville81525155 Groep 51.Zuid-Afrika6501103162.Zimbabwe64207512 3.Burkina Faso6132785 4.Malawi60514121 5.Guinee	gediskwalificeerd	NA	Ik weet niet bij welke tekstsoort dit stukje thuishoort, en ik weet niet wat het onderwerp van de tekst is.	context	NA	NA	unclear
diskwalificeren	diskwalificeer/verb/parool_20040313_176/231	geen	2	20_3	2	3	0.33	minority	"Zoodsma : 	 De Italianen hadden een inferieure offerte en waren tot twee keer toe"	gediskwalificeerd	. Op tweede kerstdag vorig jaar , toen er niemand was , heeft de Maltese	niet genoeg context	context	NA	NA	unclear
diskwalificeren	diskwalificeer/verb/volkskrant_20040517_133/332	diskwalificeren_2	2	18_2	2	3	0.67	majority	zaterdag bleef Zuid-Afrika met alleen Marokko over . Tunesië had eerder afgehaakt , Libië werd	gediskwalificeerd	omdat het per se samen met Tunesië wilde , en Egypte trok zich op het	Weinig context, geïnterpreteerd als gaande over nationale ploeg die van toernooi gediskwalificeerd werd	context	NA	NA	diskwalificeren_2
diskwalificeren	diskwalificeer/verb/volkskrant_20040517_133/332	geen	3	18_1	2	3	0.33	minority	zaterdag bleef Zuid-Afrika met alleen Marokko over . Tunesië had eerder afgehaakt , Libië werd	gediskwalificeerd	omdat het per se samen met Tunesië wilde , en Egypte trok zich op het	te weinig context, twijfel tussen 'uitsluiten van positie' of 'uitsluiten bij een wedstrijd'	context	NA	NA	unclear
dof	dof/adj/algemeen_dagblad_20030812_57/217	dof_3	1	11_3	2	3	0.33	minority	ijzer ' wil de combinatie met rundvlees aangaan ( denk : gehaktballetje ) en dat	doffe	, iets zoete leidt als vanzelf naar een goede aardappel , gekookt of gebakken .	weinig context	context	NA	NA	dof_3
dof	dof/adj/de_standaard_19990428_01_15/519	geen	0	14_3	3	4	0.5	half	Palma , die hem een rol aanbood in Blow out.Toen had de acteur al het	doffe	Moment by momenten het niet onaardige Urban cowboyachter de rug . De tandem De Palma-Travolta	vage context	context	NA	NA	unclear
dof	dof/adj/de_standaard_19990428_01_15/519	geen	1	14_4	3	4	0.5	half	Palma , die hem een rol aanbood in Blow out.Toen had de acteur al het	doffe	Moment by momenten het niet onaardige Urban cowboyachter de rug . De tandem De Palma-Travolta	niet genoeg context	context	NA	NA	unclear
geestig	geestig/adj/algemeen_dagblad_20030728_45/11	geen	0	16_3	3	3	0.33	none	haar ' echte'dagelijkse leven tijdens de avonden in Stockholm .	Geestig	. De botsing van nep en echt . Indruk in Arnhem maakt wél Amie Dicke	niet genoeg context	context	NA	NA	unclear
geestig	geestig/adj/de_morgen_20040128_01_14/961	geen	2	16_2	2	3	0.33	minority	Van de Vendel slaagde er bijzonder goed in om de ontwapenende kinderlijke logica geloofwaardig ,	geestig	én met veel gevoel over te brengen . Bovendien zitten de versjes erg goed in	context	context	NA	NA	unclear
gekleurd	gekleurd/adj/het_laatste_nieuws_20001113_01_124/6	geen	2	16_2	2	3	0.33	minority	Ali Salmi : eerste andapos;	gekleurde	andapos; schepen MECHELEN - Voor het eerst in de Mechelse politiek wordt een inwoner van	niet genoeg context	context	NA	NA	unclear
gekleurd	gekleurd/adj/parool_19990213_80/115	gekleurd_3	1	11_1	2	3	0.67	majority	haar gevolg in gevaar zijn gebracht ! Dit zorgt ervoor dat het gegeven een extra	gekleurd	tintje krijgt . De rechter zal straks een behoorlijke extra straf mogen toevoegen . De	De context geeft mij niet genoeg informatie om de juiste betekenis te achterhalen.	context	NA	NA	gekleurd_3
gekleurd	gekleurd/adj/volkskrant_19991109_74/505	geen	0	3_2	1	3	1	full	Het bleek het oer-Kantsjeliaanse mineur aan te houden dat zijn hele latere oeuvre kenmerkt .	Gekleurd	met dissonanten , aangezet met oorverdovende tutti-klappen , dan weer zachtjes treurend tot in het	Context niet duidelijk genoeg...	context	NA	NA	unclear
gekleurd	gekleurd/adj/volkskrant_20010507_100/248	geen	0	3_1	2	3	0.33	minority	verhoudingen weer omgedraaid . Hoe het ook zij : de bèta-vrouw staat er weer even	gekleurd	op . En dat terwijl de Britten goede sier kunnen maken met de laatste vrouwelijke	De context is te onduidelijk voor mij om te weten waarover het gaat.	context	NA	NA	unclear
gekleurd	gekleurd/adj/volkskrant_20010716_117/175	geen	0	11_3	2	3	0.33	minority	zien , maar ik houd niet van alles ; zeker niet van die hele grote	gekleurde	, en geen schepen of zo . Van begin af aan wist ik zeker dat	te weinig context	context	NA	NA	unclear
gekleurd	gekleurd/adj/volkskrant_20010716_117/175	gekleurd_1	3	11_1	2	3	0.67	majority	zien , maar ik houd niet van alles ; zeker niet van die hele grote	gekleurde	, en geen schepen of zo . Van begin af aan wist ik zeker dat	In deze context is het niet duidelijk waar het woord 'gekleurde' over gaat, maar ik denk toch dat men de eerste betekenis bedoeld	context	NA	NA	gekleurd_1
geldig	geldig/adj/de_standaard_19990325_01_76/857	geen	0	7_3	3	3	0.33	none	de natuur of aan het opperwezen , en hun aard was dus onveranderlijk en universeel	geldig	. Montesquieu draait dat om : het is de wil van de bevolking die bepaalt	Te weinig context om mijn keuze op te baseren.	context	NA	NA	unclear
gemeen	gemeen/adj/algemeen_dagblad_20010718_60/424	geen	0	3_2	3	3	0.33	none	kunnen afleggen . Hoewel , precies een uur na de start krijg ik - heel	gemeen	- een licht euforisch gevoel . Voor me kijkt iedereen bij het passeren bedenkelijk naar	Onvoldoende context om de zin te begrijpen.	context	NA	NA	unclear
gemeen	gemeen/adj/algemeen_dagblad_20010718_60/424	gemeen_3	1	3_1	3	3	0.33	none	kunnen afleggen . Hoewel , precies een uur na de start krijg ik - heel	gemeen	- een licht euforisch gevoel . Voor me kijkt iedereen bij het passeren bedenkelijk naar	Ik twijfel of het wel deze betekenis is omdat de context niet echt duidelijk is.	context	NA	NA	gemeen_3
gemeen	gemeen/adj/algemeen_dagblad_20031119_108/296	geen	0	3_1	2	3	0.33	minority	zijn niet onbekend met deze logica . Als je vrienden ook kunnen lachen om je	gemene	Sinterklaasgedichten weet je dat het met de onderlinge relatie wel goed zit . En er	Ik heb geen idee wat dat zou moeten betekenen, ik heb iets meer context nodig.	context	NA	NA	unclear
gemeen	gemeen/adj/de_morgen_20020218_01_134/266	geen	0	9_3	2	3	0.33	minority	de uitstraling . De overeengekomen slottekst is echter een holle tekst - echt de grootste	gemene	deler - ; er staan alleen dingen in die iedereen nu al aanvaardt . Dat	Te weinig context	context	NA	NA	unclear
gemeen	gemeen/adj/de_standaard_20021216_01_96/296	geen	3	7_1	3	3	0.33	none	een beetje moeten leren . Jammer voor hen was Terence Trent D'Arby's vroegere live-band een	gemene	, gespierde machine , die haar leider van funk naar soul naar rock dekking gaf	Niet genoeg context	context	NA	NA	unclear
gemeen	gemeen/adj/de_standaard_20040812_01_63/1721	geen	0	14_4	3	4	0.5	half	van de hemelingen konden dan ook niet grondig genoeg verschillen van het gezwijn waarin het	gemeen	zijn genot zocht . Hier geen dieren , planten of rivieren in de hemel ,	niet genoeg context	context	NA	NA	unclear
gemeen	gemeen/adj/het_laatste_nieuws_20010903_01_91/3	geen	0	14_4	2	4	0.5	half	VUB-masseuses doen	gemene	hellingen vergeten OVERIJSE - Opvallend veel deelnemers aan de Gordel kregen in de druivengemeente plots	niet genoeg context	context	NA	NA	unclear
gemeen	gemeen/adj/het_laatste_nieuws_20010903_01_91/3	geen	5	14_2	2	4	0.5	half	VUB-masseuses doen	gemene	hellingen vergeten OVERIJSE - Opvallend veel deelnemers aan de Gordel kregen in de druivengemeente plots	de context is hier totaal niet duidelijk	context	NA	NA	unclear
gemeen	gemeen/adj/het_laatste_nieuws_20010903_01_91/3	gemeen_4	1	14_1	2	4	0.5	half	VUB-masseuses doen	gemene	hellingen vergeten OVERIJSE - Opvallend veel deelnemers aan de Gordel kregen in de druivengemeente plots	Er is niet veel contet waardoor je kunt weten wat de juiste betekenis is. In combinatie met masseuse en hellingen gaat het misschien over heuvels die men tijdens het sporten heeft moeten trotseren. Die hadden een slecht effect op het lichaam waardoor een masseuse nodig is. Gemeen is hier dan gebruikt in de betekenis van 'heftig, moeilijk, met een slecht effect' denk ik	context	NA	NA	gemeen_4
gemeen	gemeen/adj/het_nieuwsblad_19990305_01_316/384	geen	0	14_4	3	4	0.5	half	duidelijk als milieuwachter herkenbaar te zijn . Intussen blijft Buggenhout als groene gemeente met een	gemeen	blok aan het been zitten : de IVR-site langs de Schelde . Daar werden gedurende	niet genoeg context	context	NA	NA	unclear
gemeen	gemeen/adj/het_nieuwsblad_20020218_01_367/97	geen	3	14_2	4	4	0.25	none	"al ben ik maar ' de Sergio ' . 	 Patrick Dewael : 	 Spleetje"	gemeen	"Was Sergio ook uw favoriet ? 	 , vroeg de immer positieve Bart"	de context is hier ook onduidelijk	context	NA	NA	unclear
gemeen	gemeen/adj/nrc_handelsblad_20020205_106/452	geen	2	4_2	2	3	0.33	minority	Mon met de zuster van Lux gaat nog voor ze dood is , is schrijnend	gemeen	. Maar je kunt er vrede mee hebben , omdat het beter is voor Mon	Niet genoeg context	context	NA	NA	unclear
gemeen	gemeen/adj/parool_20020323_85/780	geen	4	18_1	2	3	0.33	minority	Dagelijks een half uurtje na Barend & Van Dorp . Snel , keihard , echt	gemeen	, lachen en een muziekje . Met Wim Kok over zijn bruine Ford praten .	te weinig context	context	NA	NA	unclear
gemeen	gemeen/adj/parool_20030827_25/116	geen	0	2_3	2	3	0.67	majority	gelukkig - niet hebt kunnen inhouden . Ik hoorde bij geruchte dat je menigeen '	gemeen	' hebt neergezet . Dat is mooi . Al was het alleen al omdat ik	niet genoeg context	context	NA	NA	unclear
gemeen	gemeen/adj/parool_20030827_25/116	gemeen_5	0	2_1	2	3	0.33	minority	gelukkig - niet hebt kunnen inhouden . Ik hoorde bij geruchte dat je menigeen '	gemeen	' hebt neergezet . Dat is mooi . Al was het alleen al omdat ik	weinig context	context	NA	NA	gemeen_5
gemeen	gemeen/adj/parool_20040316_54/5	geen	4	18_1	2	3	0.67	majority	Dolores Brewster maakt een	gemeen	broodje groen . Ook haar hete kip met komkommersalade , met rode ui , spaanse	niet genoeg context	context	NA	NA	unclear
gemeen	gemeen/adj/volkskrant_20010512_5/3095	geen	3	4_1	3	3	0.33	none	: er zit bij mij altijd een filter voor . Er flitsen honderdduizend ook wel	gemene	dingen door m'n hoofd , maar hoe snel ik ook ben , wat ik wil	Te weinig context, gemeen zou hier 'alledaags, gewoon', 'boosaardig, kwaadaardig, laaghartig, malicieus' of 'ordinair, plat, onkies, vulgair' kunnen betekenen.	context	NA	NA	unclear
gemeen	gemeen/adj/volkskrant_20010707_196/1087	gemeen_1	0	2_1	3	3	0.33	none	en uitzicht op vooruitgang , en zwoeren zelf ook te gaan koersen . Net zo	gemeen	hard als Van Hauwaert , de nieuwe rijke die nog niet zo lang daarvoor het	Weinig context	context	NA	NA	gemeen_1
goedkoop	goedkoop/adj/algemeen_dagblad_20031002_24/308	geen	1	18_1	3	3	0.33	none	kunnen ze beter zeggen dat alle bejaarden een pilletje moeten nemen . Da's lekker	goedkoop	"! 	 De opkomst is magertjes , maar ouderen weten dat in Den Haag steeds"	niet genoeg context	context	NA	NA	unclear
goedkoop	goedkoop/adj/de_morgen_20000826_01_109/1835	geen	2	10_3	2	3	0.33	minority	"dat is afzetterij . 	 Lornah : 	 Ik zei je toch dat je erg"	goedkoop	"was weggekomen . 	 Susan Chepkemei woont de helft van het jaar in Maasbree ,"	Niet genoeg context	context	NA	NA	unclear
goedkoop	goedkoop/adj/de_standaard_20040831_01_61/5	geen	2	10_3	2	3	0.33	minority	Belgacom gelooft niet in	goedkoop	"Internet 	 Rendabele groei primeert 	 Belgacom houdt vast aan breedband-internettarieven van 30 tot 40"	Niet genoeg context, zin lijkt niet leesbaar genoeg om een correct antwoord uit af te leiden	context	NA	NA	unclear
goedkoop	goedkoop/adj/het_laatste_nieuws_20031224_01_541/25	geen	0	15_1	2	3	0.33	minority	Manager Anderlecht Geen tijd Ellen Petri Miss België 2004 Tv-optreden Mimi Lamote Directeur Candamp;A België	Goedkope	pakjes andquot; Zes honden , drie poezen en zes mensen schuiven bij ons thuis aan	geen samenhang in de context	context	NA	NA	unclear
goedkoop	goedkoop/adj/het_nieuwsblad_20020316_01_620/56	geen	0	15_1	2	3	0.33	minority	"Iedereen volgt de race op TV 	 , zegt thuisrijder Alex Yoong . Veel"	goedkoper	en ook veel droger	context is niet volledig	context	NA	NA	unclear
goedkoop	goedkoop/adj/parool_20000108_82/344	geen	0	1_3	3	4	0.5	half	een in Malta gevestigd bedrijf . In 1998 vergingen 94 schepen , waarvan 39 onder	goedkope	vlag	te weinig context	context	NA	NA	unclear
